trait	country	admin1	admin2	collection_date	latitude	longitude	precision
EPI_ISL_19546785|A/chicken/Utah/22-020377-001-original/2022|H5N1|USA-UT|2022-06-27|domestic_avian|B3.2	USA	UT	Salt_Lake	2022-06-27	40.56967368869	-111.824724488698	
PQ701857|A/American_green-winged_teal/UT/22-027017-012-original/2022|H5N1|USA-UT|2022-08-10|wild_avian|B3.2	USA	UT	Unknown	2022-08-10	39.7199922536652	-112.705518976972	
PQ712361|A/Gull/UT/22-031729-002-original-repeat/2022|H5N1|USA-UT|2022-09-29|wild_avian|B3.2	USA	UT	Unknown	2022-09-29	39.5150463936749	-113.896547364473	
PQ720193|A/goose/UT/23-001041-001-original/2023|H5N1|USA-UT|2023-01-06|domestic_avian|B3.2	USA	UT	Unknown	2023-01-06	37.0822683922837	-109.540148949993	
OQ966732|A/Turkey/Utah/22-012960-001/2022|H5N1|USA-UT|2022-04-26|domestic_avian|B3.2	USA	UT	Unknown	2022-04-26	37.4082141304789	-110.89285429692	
PQ720177|A/goose/UT/22-027791-006-original/2022|H5N1|USA-UT|2022-08-30|domestic_avian|B3.2	USA	UT	Unknown	2022-08-30	37.5179882524983	-109.487339948345	
PQ710001|A/Eared_grebe/UT/22-030915-001-original/2022|H5N1|USA-UT|2022-09-27|wild_avian|B3.2	USA	UT	Unknown	2022-09-27	40.9460930706547	-110.147695101255	
PQ720185|A/goose/UT/23-001040-001-original/2023|H5N1|USA-UT|2023-01-04|domestic_avian|B3.2	USA	UT	Unknown	2023-01-04	37.9649286698261	-114.006652460603	
EPI_ISL_16243660|A/chicken/Utah/22-015245-001/2022|H5N1|USA-UT|2022-05-13|domestic_avian|B3.2	USA	UT	Salt_Lake	2022-05-13	40.7150203965646	-111.625400520539	
EPI_ISL_17964896|A/American_crow/Utah/23-007867-006/2023|H5N1|USA-UT|2023-03-03|wild_avian|B3.2	USA	UT	Weber	2023-03-03	41.1746637873026	-111.87358922933	
EPI_ISL_17964960|A/turkey_vulture/Utah/23-014334-001/2023|H5N1|USA-UT|2023-04-28|wild_avian|B3.2	USA	UT	Cache	2023-04-28	41.9374948839207	-111.892822669295	
PQ701329|A/American_black_Duck/VA/22-038573-010-original/2022|H5N1|USA-VA|2022-11-19|wild_avian|B3.2	USA	VA	Unknown	2022-11-19	37.1660334676739	-80.2442025844557	
PQ714161|A/Mallard/WA/22-039095-002-original/2022|H5N1|USA-WA|2022-11-25|wild_avian|B3.2	USA	WA	King	2022-11-25	47.460457662272	-121.561266245871	
PQ709929|A/Dunlin/WA/22-040394-001-original/2022|H5N1|USA-WA|2022-12-03|wild_avian|B3.2	USA	WA	Snohomish	2022-12-03	48.0942612348717	-122.17030240154	
PQ703633|A/Barn_owl/WA/22-041081-001-original/2022|H5N1|USA-WA|2022-12-12|wild_avian|B3.2	USA	WA	Skagit	2022-12-12	48.57771053453	-121.169946954591	
PQ710577|A/Glaucous_Gull/WA/23-025001-003-original/2023|H5N1|USA-WA|2023-08-11|wild_avian|B3.2	USA	WA	Jefferson	2023-08-11	47.8354989132808	-123.431752202876	
EPI_ISL_18311017|A/Caspian_tern/Washington/23-021119-003/2023|H5N1|USA-WA|2023-07-11|wild_avian|B3.2	USA	WA	Jefferson	2023-07-11	47.9828659723338	-122.933107353049	
EPI_ISL_18311018|A/Caspian_tern/Washington/23-023703-001/2023|H5N1|USA-WA|2023-07-31|wild_avian|B3.2	USA	WA	Pierce	2023-07-31	46.902247330599	-122.320328357662	
EPI_ISL_18731638|A/harbor_seal/Washington/23-027069-002/2023|H5N1|USA-WA|2023-08-13|other_mammal|B3.2	USA	WA	Jefferson	2023-08-13	47.7359362613289	-123.329315257806	
PQ708929|A/Canada_goose/WA/22-015526-002-original/2022|H5N1|USA-WA|2022-05-11|wild_avian|B3.2	USA	WA	Unknown	2022-05-11	46.3970369056608	-122.78495550101	
PQ719521|A/Western_screech_owl/WA/22-015526-006-original/2022|H5N1|USA-WA|2022-05-11|wild_avian|B3.2	USA	WA	Unknown	2022-05-11	48.0075113000326	-118.884772871441	
PQ712817|A/Hooded_Merganser/WA/23-003784-001-original/2023|H5N1|USA-WA|2023-01-18|wild_avian|B3.2	USA	WA	Unknown	2023-01-18	46.3348467352811	-123.818200732181	
PQ717217|A/Sanderling/WA/23-004228-001-original/2023|H5N1|USA-WA|2023-01-26|wild_avian|B3.2	USA	WA	Unknown	2023-01-26	48.9367784798117	-122.67259158644	
EPI_ISL_15078254|A/skunk/Washington/22-019274-001/2022|H5N1|USA-WA|2022-06-07|other_mammal|B3.2	USA	WA	Whitman	2022-06-07	47.1826021038734	-117.229325219535	
EPI_ISL_17260682|A/skunk/Washington/22-019274-004/2022|H5N1|USA-WA|2022-06-07|other_mammal|B3.2	USA	WA	Whitman	2022-06-07	46.867778560872	-117.59014763086	
EPI_ISL_16297118|A/chicken/Washington/22-035749-001/2022|H5N1|USA-WA|2022-11-02|domestic_avian|B3.2	USA	WA	Snohomish	2022-11-02	48.0738954618599	-121.489264276858	
EPI_ISL_17964920|A/Western_screech_owl/Washington/23-010027-001/2023|H5N1|USA-WA|2023-03-23|wild_avian|B3.2	USA	WA	Benton	2023-03-23	46.0419253510703	-119.835500922683	
PQ719833|A/Wood_Duck/WI/22-014367-001-original/2022|H5N1|USA-WI|2022-04-14|wild_avian|B3.2	USA	WI	Washburn	2022-04-14	45.6567301267909	-91.9366377260752	
SRR24843021|A/lophodytes_cucullatus/Wisconsin/AH0211463/2022|H5N1|USA-WI|2022-04-03|wild_avian|B3.2	USA	WI	Lincoln	2022-04-03	45.303526767027	-89.6453682695321	
EPI_ISL_16240162|A/turkey/Wisconsin/22-014125-001/2022|H5N1|USA-WI|2022-05-04|domestic_avian|B3.2	USA	WI	Barron	2022-05-04	45.292221405751	-92.0778799029241	
PQ703545|A/Bald_eagle/WI/22-014416-001-original/2022|H5N1|USA-WI|2022-05-09|wild_avian|B3.2	USA	WI	Unknown	2022-05-09	43.3590752800839	-90.1948973874376	
PQ718817|A/Tundra_Swan/WI/22-038828-001-original-repeat/2022|H5N1|USA-WI|2022-11-22|wild_avian|B3.2	USA	WI	Unknown	2022-11-22	43.3247556578793	-90.4971603880943	
EPI_ISL_16297085|A/chicken/Wisconsin/22-034812-002/2022|H5N1|USA-WI|2022-10-31|domestic_avian|B3.2	USA	WI	Waukesha	2022-10-31	43.1419055948611	-88.4326951032061	
PQ712073|A/Great_horned_owl/WY/22-029194-001-original/2022|H5N1|USA-WY|2022-09-11|wild_avian|B3.2	USA	WY	Johnson	2022-09-11	44.0038287093396	-106.122740911877	
PQ709201|A/Canada_goose/WY/23-000336-002-original/2022|H5N1|USA-WY|2022-10-30|wild_avian|B3.2	USA	WY	Platte	2022-10-30	42.169309495017	-105.021713805331	
OQ961668|A/Great_Horned_Owl/Wyoming/22-013016-002/2022|H5N1|USA-WY|2022-04-25|wild_avian|B3.2	USA	WY	Carbon	2022-04-25	41.8687799947898	-106.115110394491	
PQ718785|A/Trumpeter_Swan/WY/22-030049-002-original/2022|H5N1|USA-WY|2022-09-14|wild_avian|B3.2	USA	WY	Unknown	2022-09-14	42.1203550375211	-105.75932985975	
PQ709169|A/Canada_goose/WY/22-041261-001-original/2022|H5N1|USA-WY|2022-12-14|wild_avian|B3.2	USA	WY	Unknown	2022-12-14	44.778755415211	-104.301799760867	
PQ712161|A/Great_horned_owl/WY/22-041771-002-original/2022|H5N1|USA-WY|2022-12-20|wild_avian|B3.2	USA	WY	Unknown	2022-12-20	41.6366536693569	-104.649938254238	
OQ961660|A/Great_Horned_Owl/Wyoming/22-013016-001/2022|H5N1|USA-WY|2022-04-22|wild_avian|B3.2	USA	WY	Unknown	2022-04-22	41.8217700607488	-108.421896724965	
EPI_ISL_16297368|A/chicken/Wyoming/22-032216-001/2022|H5N1|USA-WY|2022-10-10|domestic_avian|B3.2	USA	WY	Fremont	2022-10-10	42.8787528860907	-108.48043121559	
PQ709153|A/Canada_goose/WY/22-036111-001-original/2022|H5N1|USA-WY|2022-11-03|wild_avian|B3.2	USA	WY	Unknown	2022-11-03	41.7548257675961	-107.884892859518	
PQ709217|A/Canada_goose/WY/23-000980-001-original/2023|H5N1|USA-WY|2023-01-05|wild_avian|B3.2	USA	WY	Unknown	2023-01-05	43.4880891242854	-105.178696171957	
PQ709241|A/Canada_goose/WY/23-002120-001-original/2023|H5N1|USA-WY|2023-01-11|wild_avian|B3.2	USA	WY	Unknown	2023-01-11	44.0832752937715	-107.691997864905	
EPI_ISL_17964946|A/turkey_vulture/Wyoming/23-012565-001/2023|H5N1|USA-WY|2023-04-19|wild_avian|B3.2	USA	WY	Converse	2023-04-19	43.049034712639	-105.086531216552	
EPI_ISL_17964953|A/turkey_vulture/Wyoming/23-013715-001/2023|H5N1|USA-WY|2023-04-19|wild_avian|B3.2	USA	WY	Platte	2023-04-19	42.3764035626167	-104.841931400312	
